"Reporter_Country_Code","Reporter_Countries","Partner_Country_Code","Partner_Countries","Item_Code","Item","Element_Code","Element","Unit","Y2020"
230,"Ukraine",52,"Azerbaijan",269,"Cake, sunflower",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",426,"Carrots and turnips",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",866,"Cattle",5922,"Export Value","1000 US$",1389
230,"Ukraine",52,"Azerbaijan",113,"Cereal preparations nes",5922,"Export Value","1000 US$",2
230,"Ukraine",52,"Azerbaijan",41,"Cereals, breakfast",5922,"Export Value","1000 US$",443
230,"Ukraine",52,"Azerbaijan",907,"Cheese, processed",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",901,"Cheese, whole cow milk",5922,"Export Value","1000 US$",919
230,"Ukraine",52,"Azerbaijan",531,"Cherries",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",191,"Chick peas",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",1057,"Chickens",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",689,"Chillies and peppers, dry",5922,"Export Value","1000 US$",17
230,"Ukraine",52,"Azerbaijan",401,"Chillies and peppers, green",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",666,"Chocolate products nes",5922,"Export Value","1000 US$",7677
230,"Ukraine",52,"Azerbaijan",517,"Cider etc",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",828,"Cigarettes",5922,"Export Value","1000 US$",2833
230,"Ukraine",52,"Azerbaijan",693,"Cinnamon (cannella)",5922,"Export Value","1000 US$",5
230,"Ukraine",52,"Azerbaijan",698,"Cloves",5922,"Export Value","1000 US$",7
230,"Ukraine",52,"Azerbaijan",664,"Cocoa, butter",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",665,"Cocoa, powder & cake",5922,"Export Value","1000 US$",12
230,"Ukraine",52,"Azerbaijan",659,"Coffee, extracts",5922,"Export Value","1000 US$",2570
230,"Ukraine",52,"Azerbaijan",657,"Coffee, roasted",5922,"Export Value","1000 US$",36
230,"Ukraine",52,"Azerbaijan",658,"Coffee, substitutes containing coffee",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",885,"Cream fresh",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",1293,"Crude materials",5922,"Export Value","1000 US$",80
230,"Ukraine",52,"Azerbaijan",397,"Cucumbers and gherkins",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",399,"Eggplants (aubergines)",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1064,"Eggs, dried",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1062,"Eggs, hen, in shell",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1091,"Eggs, other bird, in shell",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1243,"Fat nes, prepared",5922,"Export Value","1000 US$",5813
230,"Ukraine",52,"Azerbaijan",869,"Fat, cattle",5922,"Export Value","1000 US$",10
230,"Ukraine",52,"Azerbaijan",1037,"Fat, pigs",5922,"Export Value","1000 US$",12
230,"Ukraine",52,"Azerbaijan",846,"Feed and meal, gluten",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",773,"Flax fibre and tow",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",111,"Flour, cereals",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",58,"Flour, maize",5922,"Export Value","1000 US$",267
230,"Ukraine",52,"Azerbaijan",295,"Flour, mustard",5922,"Export Value","1000 US$",58
230,"Ukraine",52,"Azerbaijan",212,"Flour, pulses",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",38,"Flour, rice",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",16,"Flour, wheat",5922,"Export Value","1000 US$",41
230,"Ukraine",52,"Azerbaijan",1232,"Food prep nes",5922,"Export Value","1000 US$",2264
230,"Ukraine",52,"Azerbaijan",115,"Food preparations, flour, malt extract",5922,"Export Value","1000 US$",3292
230,"Ukraine",52,"Azerbaijan",653,"Food wastes",5922,"Export Value","1000 US$",42
230,"Ukraine",52,"Azerbaijan",651,"Forage products",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",166,"Fructose and syrup, other",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",626,"Fruit, cooked, homogenized preparations",5922,"Export Value","1000 US$",1
230,"Ukraine",52,"Azerbaijan",620,"Fruit, dried nes",5922,"Export Value","1000 US$",8
230,"Ukraine",52,"Azerbaijan",619,"Fruit, fresh nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",623,"Fruit, prepared nes",5922,"Export Value","1000 US$",26
230,"Ukraine",52,"Azerbaijan",406,"Garlic",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",720,"Ginger",5922,"Export Value","1000 US$",3
230,"Ukraine",52,"Azerbaijan",172,"Glucose and dextrose",5922,"Export Value","1000 US$",2
230,"Ukraine",52,"Azerbaijan",1016,"Goats",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",560,"Grapes",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",246,"Groundnuts, prepared",5922,"Export Value","1000 US$",45
230,"Ukraine",52,"Azerbaijan",1182,"Honey, natural",5922,"Export Value","1000 US$",4
230,"Ukraine",52,"Azerbaijan",677,"Hops",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1096,"Horses",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",910,"Ice cream and edible ice",5922,"Export Value","1000 US$",275
230,"Ukraine",52,"Azerbaijan",109,"Infant food",5922,"Export Value","1000 US$",88
230,"Ukraine",52,"Azerbaijan",519,"Juice, apple, concentrated",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",518,"Juice, apple, single strength",5922,"Export Value","1000 US$",102
230,"Ukraine",52,"Azerbaijan",514,"Juice, citrus, concentrated",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",622,"Juice, fruit nes",5922,"Export Value","1000 US$",45
230,"Ukraine",52,"Azerbaijan",562,"Juice, grape",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",509,"Juice, grapefruit",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",510,"Juice, grapefruit, concentrated",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",492,"Juice, orange, concentrated",5922,"Export Value","1000 US$",7
230,"Ukraine",52,"Azerbaijan",491,"Juice, orange, single strength",5922,"Export Value","1000 US$",409
230,"Ukraine",52,"Azerbaijan",576,"Juice, pineapple",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",580,"Juice, pineapple, concentrated",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",390,"Juice, tomato",5922,"Export Value","1000 US$",7
230,"Ukraine",52,"Azerbaijan",780,"Jute",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",407,"Leeks, other alliaceous vegetables",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",497,"Lemons and limes",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",201,"Lentils",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",333,"Linseed",5922,"Export Value","1000 US$",14
230,"Ukraine",52,"Azerbaijan",18,"Macaroni",5922,"Export Value","1000 US$",6
230,"Ukraine",52,"Azerbaijan",56,"Maize",5922,"Export Value","1000 US$",310
230,"Ukraine",52,"Azerbaijan",49,"Malt",5922,"Export Value","1000 US$",208
230,"Ukraine",52,"Azerbaijan",1242,"Margarine, short",5922,"Export Value","1000 US$",156
230,"Ukraine",52,"Azerbaijan",875,"Meat, beef, preparations",5922,"Export Value","1000 US$",942
230,"Ukraine",52,"Azerbaijan",867,"Meat, cattle",5922,"Export Value","1000 US$",3145
230,"Ukraine",52,"Azerbaijan",870,"Meat, cattle, boneless (beef & veal)",5922,"Export Value","1000 US$",14707
230,"Ukraine",52,"Azerbaijan",1058,"Meat, chicken",5922,"Export Value","1000 US$",16508
230,"Ukraine",52,"Azerbaijan",1061,"Meat, chicken, canned",5922,"Export Value","1000 US$",16
230,"Ukraine",52,"Azerbaijan",1069,"Meat, duck",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1035,"Meat, pig",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1041,"Meat, pig sausages",5922,"Export Value","1000 US$",503
230,"Ukraine",52,"Azerbaijan",1042,"Meat, pig, preparations",5922,"Export Value","1000 US$",62
230,"Ukraine",52,"Azerbaijan",1038,"Meat, pork",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",977,"Meat, sheep",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",1080,"Meat, turkey",5922,"Export Value","1000 US$",32
230,"Ukraine",52,"Azerbaijan",909,"Milk, products of natural constituents nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",888,"Milk, skimmed cow",5922,"Export Value","1000 US$",11
230,"Ukraine",52,"Azerbaijan",898,"Milk, skimmed dried",5922,"Export Value","1000 US$",2233
230,"Ukraine",52,"Azerbaijan",889,"Milk, whole condensed",5922,"Export Value","1000 US$",669
230,"Ukraine",52,"Azerbaijan",897,"Milk, whole dried",5922,"Export Value","1000 US$",1068
230,"Ukraine",52,"Azerbaijan",894,"Milk, whole evaporated",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",882,"Milk, whole fresh cow",5922,"Export Value","1000 US$",58
230,"Ukraine",52,"Azerbaijan",79,"Millet",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",114,"Mixes and doughs",5922,"Export Value","1000 US$",10
230,"Ukraine",52,"Azerbaijan",449,"Mushrooms and truffles",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",451,"Mushrooms, canned",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",702,"Nutmeg, mace and cardamoms",5922,"Export Value","1000 US$",8
230,"Ukraine",52,"Azerbaijan",234,"Nuts nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",235,"Nuts, prepared (exc. groundnuts)",5922,"Export Value","1000 US$",77
230,"Ukraine",52,"Azerbaijan",75,"Oats",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",76,"Oats rolled",5922,"Export Value","1000 US$",19
230,"Ukraine",52,"Azerbaijan",868,"Offals, edible, cattle",5922,"Export Value","1000 US$",38
230,"Ukraine",52,"Azerbaijan",1036,"Offals, pigs, edible",5922,"Export Value","1000 US$",7
230,"Ukraine",52,"Azerbaijan",1274,"Oil, boiled etc",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",252,"Oil, coconut (copra)",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",753,"Oil, essential nes",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",334,"Oil, linseed",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",60,"Oil, maize",5922,"Export Value","1000 US$",115
230,"Ukraine",52,"Azerbaijan",261,"Oil, olive, virgin",5922,"Export Value","1000 US$",5
230,"Ukraine",52,"Azerbaijan",257,"Oil, palm",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",237,"Oil, soybean",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",268,"Oil, sunflower",5922,"Export Value","1000 US$",130
230,"Ukraine",52,"Azerbaijan",340,"Oil, vegetable origin nes",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",339,"Oilseeds nes",5922,"Export Value","1000 US$",181
230,"Ukraine",52,"Azerbaijan",262,"Olives preserved",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",403,"Onions, dry",5922,"Export Value","1000 US$",81
230,"Ukraine",52,"Azerbaijan",490,"Oranges",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",22,"Pastry",5922,"Export Value","1000 US$",6565
230,"Ukraine",52,"Azerbaijan",187,"Peas, dry",5922,"Export Value","1000 US$",49
230,"Ukraine",52,"Azerbaijan",417,"Peas, green",5922,"Export Value","1000 US$",1
230,"Ukraine",52,"Azerbaijan",687,"Pepper (piper spp.)",5922,"Export Value","1000 US$",60
230,"Ukraine",52,"Azerbaijan",843,"Pet food",5922,"Export Value","1000 US$",302
230,"Ukraine",52,"Azerbaijan",575,"Pineapples canned",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",296,"Poppy seed",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",116,"Potatoes",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",118,"Potatoes, frozen",5922,"Export Value","1000 US$",1
230,"Ukraine",52,"Azerbaijan",92,"Quinoa",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",561,"Raisins",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",28,"Rice, husked",5922,"Export Value","1000 US$",1
230,"Ukraine",52,"Azerbaijan",31,"Rice, milled",5922,"Export Value","1000 US$",2
230,"Ukraine",52,"Azerbaijan",30,"Rice, paddy (rice milled equivalent)",5922,"Export Value","1000 US$",3
230,"Ukraine",52,"Azerbaijan",289,"Sesame seed",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",976,"Sheep",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",239,"Soya sauce",5922,"Export Value","1000 US$",2
230,"Ukraine",52,"Azerbaijan",236,"Soybeans",5922,"Export Value","1000 US$",20
230,"Ukraine",52,"Azerbaijan",723,"Spices nes",5922,"Export Value","1000 US$",8
230,"Ukraine",52,"Azerbaijan",544,"Strawberries",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",168,"Sugar confectionery",5922,"Export Value","1000 US$",7650
230,"Ukraine",52,"Azerbaijan",167,"Sugar nes",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",162,"Sugar Raw Centrifugal",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",164,"Sugar refined",5922,"Export Value","1000 US$",3507
230,"Ukraine",52,"Azerbaijan",267,"Sunflower seed",5922,"Export Value","1000 US$",80
230,"Ukraine",52,"Azerbaijan",448,"Sweet corn prep or preserved",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",667,"Tea",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",672,"Tea, mate extracts",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",831,"Tobacco products nes",5922,"Export Value","1000 US$",35006
230,"Ukraine",52,"Azerbaijan",388,"Tomatoes",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",391,"Tomatoes, paste",5922,"Export Value","1000 US$",148
230,"Ukraine",52,"Azerbaijan",392,"Tomatoes, peeled",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",1079,"Turkeys",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",692,"Vanilla",5922,"Export Value","1000 US$",1
230,"Ukraine",52,"Azerbaijan",471,"Vegetables in vinegar",5922,"Export Value","1000 US$",200
230,"Ukraine",52,"Azerbaijan",469,"Vegetables, dehydrated",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",463,"Vegetables, fresh nes",5922,"Export Value","1000 US$",0
230,"Ukraine",52,"Azerbaijan",460,"Vegetables, fresh or dried products nes",5922,"Export Value","1000 US$",14
230,"Ukraine",52,"Azerbaijan",473,"Vegetables, frozen",5922,"Export Value","1000 US$",2
230,"Ukraine",52,"Azerbaijan",472,"Vegetables, preserved nes",5922,"Export Value","1000 US$",249
230,"Ukraine",52,"Azerbaijan",475,"Vegetables, preserved, frozen",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",565,"Vermouths & similar",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",110,"Wafers",5922,"Export Value","1000 US$",4146
230,"Ukraine",52,"Azerbaijan",232,"Walnuts, shelled",5922,"Export Value","1000 US$",4883
230,"Ukraine",52,"Azerbaijan",222,"Walnuts, with shell",5922,"Export Value","1000 US$",1457
230,"Ukraine",52,"Azerbaijan",631,"Waters,ice etc",5922,"Export Value","1000 US$",119
230,"Ukraine",52,"Azerbaijan",15,"Wheat",5922,"Export Value","1000 US$",NA
230,"Ukraine",52,"Azerbaijan",900,"Whey, dry",5922,"Export Value","1000 US$",315
230,"Ukraine",52,"Azerbaijan",564,"Wine",5922,"Export Value","1000 US$",4
230,"Ukraine",52,"Azerbaijan",892,"Yoghurt, concentrated or not",5922,"Export Value","1000 US$",4
230,"Ukraine",12,"Bahamas",515,"Apples",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",527,"Apricots, dry",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1039,"Bacon and ham",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",486,"Bananas",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",176,"Beans, dry",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",414,"Beans, green",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",51,"Beer of barley",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",634,"Beverages, distilled alcoholic",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",633,"Beverages, non alcoholic",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",20,"Bread",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",886,"Butter, cow milk",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",893,"Buttermilk, curdled, acidified milk",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",358,"Cabbages and other brassicas",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",426,"Carrots and turnips",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",230,"Cashew nuts, shelled",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",393,"Cauliflowers and broccoli",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",113,"Cereal preparations nes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",41,"Cereals, breakfast",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",907,"Cheese, processed",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",901,"Cheese, whole cow milk",5922,"Export Value","1000 US$",1
230,"Ukraine",12,"Bahamas",689,"Chillies and peppers, dry",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",401,"Chillies and peppers, green",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",666,"Chocolate products nes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",828,"Cigarettes",5922,"Export Value","1000 US$",1
230,"Ukraine",12,"Bahamas",693,"Cinnamon (cannella)",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",250,"Coconuts, desiccated",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",659,"Coffee, extracts",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",657,"Coffee, roasted",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",885,"Cream fresh",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",1293,"Crude materials",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",397,"Cucumbers and gherkins",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",399,"Eggplants (aubergines)",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",1062,"Eggs, hen, in shell",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1243,"Fat nes, prepared",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1037,"Fat, pigs",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",111,"Flour, cereals",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",58,"Flour, maize",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",295,"Flour, mustard",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",16,"Flour, wheat",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",1232,"Food prep nes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",620,"Fruit, dried nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",619,"Fruit, fresh nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",623,"Fruit, prepared nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",603,"Fruit, tropical fresh nes",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",406,"Garlic",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",720,"Ginger",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",560,"Grapes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",246,"Groundnuts, prepared",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",243,"Groundnuts, shelled",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1182,"Honey, natural",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",910,"Ice cream and edible ice",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",519,"Juice, apple, concentrated",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",518,"Juice, apple, single strength",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",513,"Juice, citrus, single strength",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",622,"Juice, fruit nes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",562,"Juice, grape",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",509,"Juice, grapefruit",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",492,"Juice, orange, concentrated",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",491,"Juice, orange, single strength",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",576,"Juice, pineapple",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",390,"Juice, tomato",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",592,"Kiwi fruit",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",407,"Leeks, other alliaceous vegetables",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",497,"Lemons and limes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",201,"Lentils",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",372,"Lettuce and chicory",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",18,"Macaroni",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",1242,"Margarine, short",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",875,"Meat, beef, preparations",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",867,"Meat, cattle",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",870,"Meat, cattle, boneless (beef & veal)",5922,"Export Value","1000 US$",1
230,"Ukraine",12,"Bahamas",1058,"Meat, chicken",5922,"Export Value","1000 US$",1
230,"Ukraine",12,"Bahamas",1061,"Meat, chicken, canned",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1035,"Meat, pig",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1041,"Meat, pig sausages",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",1042,"Meat, pig, preparations",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",1038,"Meat, pork",5922,"Export Value","1000 US$",1
230,"Ukraine",12,"Bahamas",977,"Meat, sheep",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1080,"Meat, turkey",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",568,"Melons, other (inc.cantaloupes)",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",888,"Milk, skimmed cow",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",898,"Milk, skimmed dried",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",889,"Milk, whole condensed",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",897,"Milk, whole dried",5922,"Export Value","1000 US$",246
230,"Ukraine",12,"Bahamas",882,"Milk, whole fresh cow",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",114,"Mixes and doughs",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",449,"Mushrooms and truffles",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",702,"Nutmeg, mace and cardamoms",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",235,"Nuts, prepared (exc. groundnuts)",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",868,"Offals, edible, cattle",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",1036,"Offals, pigs, edible",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",60,"Oil, maize",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",261,"Oil, olive, virgin",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",268,"Oil, sunflower",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",262,"Olives preserved",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",403,"Onions, dry",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",490,"Oranges",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",22,"Pastry",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",534,"Peaches and nectarines",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",521,"Pears",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",187,"Peas, dry",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",417,"Peas, green",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",687,"Pepper (piper spp.)",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",574,"Pineapples",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",575,"Pineapples canned",5922,"Export Value","1000 US$",NA
230,"Ukraine",12,"Bahamas",536,"Plums and sloes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",537,"Plums dried (prunes)",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",116,"Potatoes",5922,"Export Value","1000 US$",0
230,"Ukraine",12,"Bahamas",118,"Potatoes, frozen",5922,"Export Value","1000 US$",0
